Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Goal_Amount
13490000,8096000,5394000,1641000,721000,961000,465000,448000,502000,1633000,1725000,200000000
22937000,19090000,3847000,4119000,2533000,2594000,931000,1885000,692000,2984000,3352000,500000000
17000000,15417000,1583000,4411000,1101000,2017000,1075000,2586000,815000,1553000,1860000,100000000
15829000,9591000,6239000,1600000,1314000,762000,862000,2137000,641000,1478000,796000,500000000
19185000,11107000,8078000,2477000,823000,1848000,952000,1591000,761000,915000,1739000,1000000000
16842000,13698000,3144000,2669000,1736000,986000,1112000,2861000,681000,1051000,2601000,200000000
12712000,11944000,767000,2352000,951000,1757000,884000,2756000,610000,1484000,1151000,100000000
20357000,17049000,3308000,3747000,2157000,2397000,1393000,1874000,1153000,2524000,1804000,100000000
9451000,5936000,3515000,1458000,381000,997000,428000,570000,334000,1274000,494000,200000000
16616000,11448000,5168000,2415000,1534000,684000,564000,1777000,766000,2067000,1640000,500000000
7262000,4887000,2375000,1140000,299000,574000,377000,585000,191000,842000,879000,20000000
16020000,14153000,1867000,2567000,1082000,1584000,1262000,2636000,760000,2446000,1816000,50000000
15965000,13524000,2441000,2780000,1551000,1118000,1540000,1238000,678000,2036000,2584000,20000000
23382000,17888000,5494000,3485000,2901000,2417000,1213000,1855000,1281000,1348000,3387000,200000000
7175000,4475000,2700000,948000,603000,477000,376000,770000,227000,286000,788000,50000000
11996000,11061000,935000,2368000,936000,836000,538000,2469000,548000,1974000,1392000,50000000
19113000,15176000,3938000,3983000,2208000,1432000,1168000,1745000,907000,1913000,1818000,200000000
16677000,15621000,1055000,2582000,2012000,919000,838000,3161000,775000,2719000,2615000,100000000
15902000,12102000,3800000,2890000,1369000,1861000,1221000,1998000,953000,1061000,748000,50000000
10219000,8886000,1333000,1380000,1063000,1164000,762000,1953000,322000,1160000,1084000,500000000
12046000,10431000,1615000,1969000,660000,1545000,840000,1567000,565000,894000,2391000,100000000
21225000,13835000,7391000,2649000,1285000,712000,940000,3336000,446000,2339000,2127000,100000000
14742000,13767000,976000,3016000,1962000,1716000,1251000,1015000,609000,1148000,3049000,200000000
16877000,8605000,8272000,1996000,840000,587000,470000,2129000,301000,1344000,939000,20000000
14424000,12202000,2222000,2687000,1693000,1432000,706000,2703000,742000,895000,1343000,100000000
9085000,8490000,595000,1375000,1109000,933000,768000,1857000,519000,1437000,490000,20000000
19669000,12834000,6835000,2240000,1770000,1755000,780000,2836000,475000,1628000,1351000,200000000
17516000,13867000,3649000,2789000,984000,1180000,1348000,3473000,1234000,1747000,1112000,50000000
26528000,19976000,6552000,4001000,1833000,1300000,1510000,5249000,913000,2477000,2694000,500000000
9922000,8361000,1561000,1606000,476000,1271000,489000,2066000,626000,1376000,452000,100000000
19113000,17006000,2107000,3925000,2611000,2481000,1673000,2504000,661000,1113000,2038000,500000000
8442000,6512000,1930000,1040000,440000,571000,568000,1421000,268000,1066000,1140000,50000000
15787000,13690000,2097000,3283000,1219000,813000,1128000,1785000,842000,2308000,2311000,200000000
19883000,12735000,7147000,2823000,1111000,1430000,1048000,2805000,766000,1518000,1235000,500000000
5000000,3014000,1986000,581000,172000,326000,247000,612000,161000,627000,288000,100000000
13975000,9696000,4279000,1813000,722000,1253000,667000,2030000,641000,1657000,914000,50000000
12184000,9808000,2376000,2395000,648000,1319000,952000,2142000,677000,982000,693000,100000000
11490000,6713000,4777000,1425000,632000,403000,620000,403000,529000,1295000,1405000,100000000
16926000,13645000,3281000,2152000,2094000,1721000,1299000,2825000,483000,926000,2144000,100000000
20603000,13956000,6648000,3791000,1876000,995000,1192000,856000,328000,2402000,2516000,100000000
14334000,12298000,2035000,2172000,1674000,817000,1249000,2172000,1109000,967000,2138000,50000000
16027000,8279000,7748000,1909000,746000,703000,452000,1705000,290000,1537000,937000,100000000
15572000,12466000,3105000,2211000,1897000,835000,745000,3124000,327000,831000,2495000,50000000
15009000,11893000,3116000,2682000,1663000,1570000,973000,2578000,412000,1003000,1012000,100000000
9553000,8822000,732000,1851000,1330000,876000,503000,1551000,547000,1178000,985000,100000000
20542000,16865000,3677000,4099000,1224000,2222000,1585000,1773000,1130000,2812000,2021000,1000000000
16476000,14142000,2334000,2240000,1965000,1534000,1226000,2159000,462000,1808000,2748000,20000000
16974000,15397000,1578000,3092000,1289000,2628000,1251000,2725000,554000,2863000,993000,200000000
10967000,8815000,2152000,2560000,1008000,1591000,587000,1292000,524000,565000,689000,100000000
12704000,8011000,4693000,1848000,653000,1043000,729000,1042000,161000,1040000,1495000,200000000
14119000,12586000,1533000,2552000,1478000,1111000,656000,2822000,253000,1789000,1926000,1000000000
7329000,6130000,1199000,1273000,754000,443000,654000,1055000,392000,559000,999000,500000000
6560000,4533000,2027000,760000,297000,532000,256000,930000,192000,725000,842000,50000000
11996000,9834000,2162000,2076000,1221000,895000,825000,1419000,204000,1409000,1784000,500000000
17613000,15683000,1929000,2859000,1510000,1166000,1547000,2789000,765000,2082000,2965000,100000000
11734000,11019000,715000,2203000,711000,847000,1351000,971000,1078000,1259000,2599000,20000000
9906000,9198000,708000,1886000,796000,815000,824000,2058000,307000,980000,1531000,50000000
10927000,7063000,3864000,1668000,854000,967000,791000,1153000,295000,763000,572000,20000000
12723000,8776000,3947000,1390000,523000,1035000,694000,1835000,442000,1521000,1336000,50000000
13231000,7268000,5963000,1286000,520000,1017000,622000,1464000,231000,1140000,987000,100000000
25828000,15791000,10037000,3292000,2236000,1447000,1212000,3142000,872000,1088000,2501000,500000000
20273000,18187000,2086000,3070000,2692000,1613000,1861000,1119000,1382000,2654000,3795000,500000000
20124000,13330000,6794000,2990000,800000,1313000,1162000,2996000,400000,2344000,1323000,100000000
20843000,16242000,4601000,2582000,1540000,2103000,1271000,3078000,848000,2493000,2327000,100000000
10006000,8002000,2004000,1351000,748000,464000,713000,1844000,623000,1563000,696000,20000000
8888000,7571000,1317000,1657000,765000,754000,593000,1052000,544000,1375000,830000,20000000
9466000,5511000,3954000,1141000,547000,467000,542000,1180000,300000,441000,893000,200000000
21673000,13809000,7864000,3236000,982000,1084000,1068000,2957000,522000,2829000,1130000,100000000
12264000,8606000,3658000,1706000,730000,837000,534000,1349000,533000,1313000,1605000,50000000
8743000,5807000,2936000,938000,386000,704000,611000,1277000,395000,339000,1157000,500000000
12845000,12104000,741000,2415000,1104000,1148000,867000,1960000,729000,1862000,2019000,100000000
13807000,12091000,1716000,3103000,2340000,880000,1233000,1088000,1265000,1348000,833000,500000000
16342000,11699000,4643000,2356000,1592000,1148000,985000,1202000,606000,1996000,1815000,200000000
16255000,14559000,1696000,2804000,1903000,964000,1218000,2298000,632000,2309000,2431000,100000000
10859000,7128000,3731000,1333000,921000,521000,365000,1430000,311000,1024000,1224000,200000000
18428000,15731000,2697000,3980000,894000,1410000,1019000,4107000,682000,2682000,955000,1000000000
11804000,7090000,4714000,1428000,824000,910000,602000,1459000,157000,808000,902000,200000000
14219000,12051000,2168000,2489000,1003000,710000,1158000,1308000,818000,2201000,2364000,50000000
18434000,13003000,5431000,2533000,1831000,1137000,821000,1939000,284000,2318000,2140000,100000000
11791000,6466000,5325000,1192000,967000,659000,678000,1006000,176000,477000,1311000,100000000
12153000,7571000,4582000,1839000,745000,903000,597000,1111000,323000,804000,1249000,100000000
17958000,12230000,5728000,3402000,1464000,1940000,1106000,902000,1142000,1467000,807000,50000000
10711000,8967000,1744000,1827000,800000,1284000,1038000,886000,512000,718000,1901000,100000000
13076000,6967000,6109000,1699000,567000,901000,546000,580000,237000,1412000,1026000,100000000
17779000,14166000,3613000,3099000,2197000,1027000,843000,2573000,1095000,2040000,1292000,50000000
25270000,20778000,4493000,4034000,2832000,2878000,1305000,2699000,1107000,2823000,3099000,200000000
18027000,14318000,3709000,2819000,1285000,1698000,1239000,2134000,784000,1995000,2363000,50000000
17363000,14625000,2738000,2931000,1207000,796000,1524000,2160000,980000,2573000,2453000,100000000
17654000,10242000,7412000,2554000,726000,1394000,754000,1370000,554000,1448000,1443000,500000000
9634000,7362000,2272000,1192000,1116000,828000,536000,1511000,478000,1210000,490000,200000000
15578000,14387000,1191000,2901000,2083000,927000,1295000,1235000,490000,2690000,2766000,500000000
14851000,11507000,3344000,3003000,1267000,1758000,767000,737000,349000,1789000,1836000,200000000
16608000,12873000,3735000,2690000,1448000,1289000,1033000,2187000,578000,1741000,1907000,100000000
15583000,12955000,2627000,2776000,1692000,1315000,819000,1304000,531000,2279000,2240000,50000000
16898000,10983000,5915000,2446000,847000,1081000,747000,2150000,677000,1509000,1526000,500000000
13443000,10959000,2484000,1827000,1698000,840000,1175000,730000,797000,2032000,1859000,100000000
15293000,13952000,1341000,3890000,1626000,2300000,1084000,1574000,1173000,1011000,1294000,200000000
8861000,4474000,4387000,1261000,308000,624000,449000,419000,341000,448000,625000,200000000
13400000,11947000,1453000,2613000,1074000,1278000,1102000,1295000,485000,2259000,1841000,50000000
21954000,13137000,8817000,2397000,1651000,1696000,1009000,1735000,954000,1134000,2559000,1000000000
16594000,11702000,4892000,2056000,1027000,1614000,817000,1794000,624000,1420000,2350000,50000000
14895000,13161000,1734000,2172000,1547000,1465000,1144000,1987000,959000,1575000,2311000,200000000
24481000,21317000,3164000,4841000,3313000,1473000,1926000,4219000,1496000,2700000,1348000,50000000
8196000,7387000,808000,1421000,1058000,996000,567000,968000,241000,1498000,637000,1000000000
9453000,8727000,726000,1873000,974000,908000,746000,1334000,211000,1385000,1296000,50000000
23564000,16523000,7040000,3129000,1548000,2243000,1426000,3794000,805000,2624000,953000,100000000
15230000,12113000,3117000,1947000,968000,1582000,792000,1182000,537000,2549000,2556000,100000000
13787000,9316000,4471000,2367000,1007000,890000,540000,850000,317000,2070000,1273000,500000000
9004000,5923000,3081000,1002000,470000,377000,378000,1296000,403000,1090000,907000,100000000
17238000,11967000,5271000,3010000,1856000,1272000,1084000,1710000,550000,1746000,740000,200000000
17722000,14787000,2935000,2759000,2093000,1754000,1424000,3263000,374000,1416000,1704000,50000000
9528000,6914000,2614000,1540000,549000,567000,780000,1130000,299000,1328000,720000,500000000
14299000,12387000,1911000,2249000,1968000,1710000,909000,808000,902000,2862000,978000,100000000
13322000,11129000,2194000,2452000,1186000,1307000,927000,1232000,580000,1957000,1487000,20000000
16280000,8290000,7990000,1650000,1152000,513000,707000,1344000,279000,1109000,1535000,50000000
9404000,7369000,2035000,1529000,766000,959000,690000,1109000,322000,1233000,761000,50000000
21260000,14806000,6453000,2720000,2082000,968000,1438000,2417000,392000,1564000,3225000,50000000
19579000,13813000,5766000,3300000,1528000,762000,1356000,3747000,1158000,1204000,757000,100000000
13184000,11447000,1737000,2332000,745000,697000,1217000,2077000,518000,1907000,1954000,100000000
13918000,10389000,3529000,2621000,576000,1192000,958000,1995000,798000,883000,1365000,100000000
14318000,12865000,1453000,3190000,810000,1918000,730000,2528000,896000,1423000,1371000,20000000
11108000,9117000,1991000,2417000,861000,1375000,931000,541000,434000,1340000,1218000,100000000
12783000,9572000,3211000,2268000,697000,693000,845000,1473000,566000,1743000,1286000,200000000
13649000,11459000,2190000,1802000,1378000,641000,665000,2722000,543000,2206000,1500000,50000000
23064000,11930000,11134000,2203000,1505000,1382000,751000,2477000,973000,1078000,1562000,100000000
19733000,10107000,9626000,1956000,1642000,562000,996000,1318000,651000,779000,2203000,100000000
19673000,10575000,9099000,1938000,999000,1593000,828000,1515000,630000,1032000,2038000,50000000
16850000,11743000,5107000,3194000,1858000,960000,904000,1430000,753000,1651000,992000,200000000
9413000,5704000,3709000,908000,647000,465000,401000,1024000,193000,974000,1092000,500000000
14793000,13948000,844000,3912000,1652000,1401000,1007000,1153000,637000,2130000,2056000,50000000
19852000,14771000,5082000,3420000,1761000,1905000,1461000,1628000,946000,2864000,786000,500000000
8709000,6950000,1758000,1354000,868000,553000,652000,1080000,181000,1051000,1212000,100000000
18183000,11373000,6810000,2212000,979000,1143000,911000,2288000,556000,1785000,1499000,200000000
26613000,17160000,9453000,2511000,2087000,1736000,922000,2859000,953000,2760000,3332000,200000000
20309000,13220000,7089000,2102000,1511000,1188000,847000,2584000,984000,2382000,1623000,500000000
22070000,17975000,4096000,3920000,2944000,2862000,1391000,1625000,1485000,1966000,1780000,20000000
16092000,11476000,4616000,2546000,1836000,993000,655000,1235000,909000,1186000,2117000,1000000000
19840000,14542000,5298000,3265000,1855000,927000,1477000,3514000,784000,1284000,1436000,500000000
11411000,8745000,2666000,1960000,1046000,898000,799000,1865000,589000,1125000,463000,20000000
18979000,16056000,2923000,3187000,2455000,1162000,1570000,3638000,909000,2041000,1094000,50000000
18272000,9879000,8393000,1887000,1667000,1038000,1026000,1042000,540000,990000,1689000,100000000
16450000,13975000,2474000,3766000,2173000,1125000,1419000,1009000,547000,2591000,1345000,500000000
21580000,16260000,5320000,3164000,2188000,2384000,1411000,2670000,1330000,1634000,1479000,100000000
12306000,9858000,2448000,1881000,644000,871000,1032000,2359000,588000,1721000,762000,20000000
14065000,9105000,4959000,2072000,1218000,1167000,783000,892000,554000,1609000,810000,200000000
15477000,10590000,4887000,2245000,695000,1336000,752000,2129000,263000,1659000,1512000,100000000
9852000,5951000,3901000,1589000,700000,948000,588000,515000,302000,473000,836000,200000000
16135000,15178000,957000,3166000,1751000,1982000,1205000,2120000,1506000,1854000,1593000,100000000
6405000,4635000,1770000,1007000,425000,745000,494000,551000,329000,646000,438000,500000000
20235000,19187000,1047000,3623000,1843000,2629000,1159000,1825000,1660000,4022000,2428000,100000000
15233000,10974000,4259000,2444000,1346000,624000,819000,2230000,435000,1094000,1981000,100000000
12396000,7424000,4972000,1459000,1080000,1181000,458000,1127000,204000,1267000,647000,500000000
10828000,7887000,2941000,1522000,918000,869000,831000,790000,368000,1060000,1528000,50000000
13827000,7160000,6667000,1954000,953000,534000,805000,650000,348000,445000,1471000,100000000
18441000,16729000,1712000,3903000,2348000,2042000,1114000,2122000,602000,1541000,3057000,500000000
17739000,15403000,2335000,3663000,1496000,1874000,1548000,891000,860000,2725000,2346000,200000000
11472000,9483000,1989000,1916000,1242000,1633000,789000,877000,373000,1885000,768000,100000000
10770000,8340000,2429000,1936000,1007000,1294000,565000,495000,743000,1779000,521000,500000000
18284000,13913000,4371000,3558000,2206000,1260000,980000,843000,1144000,2134000,1788000,100000000
