Monthly_Income,Total_Spending,Savings_Amount,Groceries_Spending,Transport_Spending,Entertainment_Spending,Utilities_Spending,Loan_Repayment,Insurance,Shopping_Spending,Investment_Amount,Other_Spending,Goal_Amount
17182000,13223000,3959000,1477000,838000,1275000,576000,1908000,507000,1925000,1216000,3501000,200000000
25849000,21986000,3863000,3640000,1884000,1684000,1547000,2517000,1025000,3060000,1440000,5189000,200000000
20429000,16328000,4101000,2033000,1175000,1164000,904000,2038000,518000,1002000,1384000,6110000,200000000
9354000,8466000,888000,882000,611000,529000,472000,692000,464000,580000,770000,3466000,50000000
6959000,5421000,1538000,694000,299000,298000,398000,457000,283000,629000,644000,1719000,20000000
20005000,17357000,2648000,2391000,1267000,1700000,619000,2343000,476000,2203000,1864000,4494000,200000000
28280000,26111000,2169000,2409000,1459000,2219000,1359000,3345000,683000,1498000,1408000,11731000,50000000
5979000,4732000,1247000,680000,262000,426000,276000,477000,236000,470000,441000,1464000,50000000
17857000,15247000,2610000,2548000,1363000,1068000,566000,1406000,562000,2113000,1017000,4604000,50000000
29479000,24426000,5053000,2747000,1891000,2038000,1497000,2406000,1173000,1960000,2060000,8654000,100000000
17253000,13227000,4026000,1780000,857000,1109000,632000,1420000,719000,1368000,1642000,3700000,100000000
6318000,5279000,1039000,681000,359000,339000,323000,688000,228000,603000,276000,1782000,1000000000
5985000,5367000,618000,724000,325000,329000,245000,480000,166000,441000,453000,2204000,200000000
9449000,8329000,1120000,1364000,643000,791000,502000,1056000,345000,920000,582000,2126000,50000000
25780000,20075000,5705000,2774000,1658000,1850000,1502000,2544000,842000,1336000,2374000,5195000,500000000
5482000,4317000,1165000,465000,224000,220000,306000,645000,256000,320000,291000,1590000,100000000
12723000,10205000,2518000,1328000,610000,717000,566000,1237000,537000,903000,763000,3544000,200000000
11541000,10666000,875000,1077000,682000,658000,424000,910000,445000,1370000,476000,4624000,100000000
29776000,27130000,2646000,3741000,1722000,2243000,1780000,3402000,631000,2022000,1959000,9630000,100000000
10276000,8317000,1959000,843000,623000,771000,512000,679000,511000,1164000,801000,2413000,100000000
13919000,12449000,1470000,1398000,955000,880000,583000,1636000,515000,1531000,721000,4230000,100000000
29417000,23761000,5656000,3476000,1979000,2575000,1307000,1560000,817000,2955000,2299000,6793000,200000000
17439000,14148000,3291000,1734000,958000,1458000,590000,1654000,658000,1214000,1477000,4405000,200000000
29273000,24363000,4910000,3471000,2198000,2439000,1322000,1501000,1304000,1945000,1509000,8674000,20000000
16402000,12340000,4062000,1444000,697000,942000,577000,1054000,593000,1495000,1399000,4139000,100000000
10104000,7832000,2272000,1475000,640000,622000,414000,833000,438000,592000,970000,1848000,200000000
19887000,18413000,1474000,1996000,1551000,1212000,890000,1215000,644000,1369000,1061000,8475000,100000000
14800000,11889000,2911000,2140000,917000,918000,865000,1764000,558000,1557000,712000,2458000,200000000
5027000,3922000,1105000,517000,293000,425000,245000,523000,164000,286000,302000,1167000,100000000
20128000,15612000,4516000,2712000,913000,1056000,828000,2205000,721000,2139000,1035000,4003000,200000000
18413000,15598000,2815000,1790000,1333000,1475000,615000,2183000,461000,1550000,1593000,4598000,100000000
23428000,18238000,5190000,2973000,1287000,1539000,1228000,2278000,889000,1896000,1124000,5024000,20000000
20649000,16088000,4561000,2120000,1405000,1083000,909000,1418000,1019000,1840000,854000,5440000,200000000
21989000,18453000,3536000,2543000,1053000,1459000,705000,2265000,944000,1990000,1344000,6150000,200000000
28828000,24266000,4562000,3666000,1201000,1435000,1433000,2621000,853000,2441000,2510000,8106000,200000000
13917000,11509000,2408000,1687000,727000,632000,564000,956000,639000,1338000,1101000,3865000,1000000000
22750000,20897000,1853000,2738000,1166000,1863000,958000,1722000,1066000,1562000,1634000,8188000,100000000
22345000,17926000,4419000,1890000,1675000,1675000,1233000,2068000,565000,2343000,1508000,4969000,500000000
15726000,12139000,3587000,1532000,1173000,790000,537000,1222000,340000,907000,1242000,4396000,20000000
6268000,5253000,1015000,752000,385000,546000,252000,417000,233000,609000,436000,1623000,1000000000
8685000,6971000,1714000,706000,354000,358000,355000,696000,298000,615000,751000,2838000,200000000
18091000,15297000,2794000,1765000,889000,1025000,545000,1200000,750000,1729000,1664000,5730000,200000000
7026000,5885000,1141000,675000,461000,289000,389000,782000,202000,299000,354000,2434000,500000000
9638000,8044000,1594000,940000,425000,454000,531000,950000,303000,686000,520000,3235000,200000000
13378000,12025000,1353000,1572000,910000,656000,667000,1022000,373000,1566000,947000,4312000,200000000
7210000,5746000,1464000,871000,292000,581000,411000,838000,207000,619000,663000,1264000,100000000
24308000,21066000,3242000,3491000,1636000,2179000,928000,1877000,493000,1943000,2312000,6207000,200000000
24977000,23429000,1548000,2673000,1843000,2082000,915000,2253000,882000,1494000,1188000,10099000,50000000
21831000,18623000,3208000,3162000,1283000,1567000,700000,1874000,747000,1732000,1270000,6288000,100000000
15479000,14320000,1159000,1945000,1132000,1179000,739000,906000,475000,1639000,1334000,4971000,50000000
26153000,20665000,5488000,3763000,1864000,1730000,1174000,2083000,947000,1754000,2511000,4839000,200000000
19044000,17439000,1605000,2635000,1273000,1164000,1034000,1056000,605000,1622000,855000,7195000,50000000
10607000,8161000,2446000,1359000,613000,791000,471000,657000,350000,996000,723000,2201000,500000000
14190000,10960000,3230000,1489000,722000,1258000,512000,1492000,285000,1023000,990000,3189000,100000000
19633000,15163000,4470000,1902000,1461000,814000,1066000,1398000,432000,1230000,795000,6065000,200000000
24718000,21915000,2803000,2362000,1630000,1377000,1079000,1390000,606000,1296000,2256000,9919000,100000000
9935000,8808000,1127000,1457000,715000,561000,583000,997000,254000,478000,461000,3302000,200000000
19100000,16761000,2339000,2810000,1186000,1160000,879000,2028000,641000,1132000,1724000,5201000,100000000
29835000,23088000,6747000,3901000,1399000,2129000,1000000,2699000,1380000,1240000,1231000,8109000,100000000
27499000,24026000,3473000,3901000,2177000,1806000,1527000,3137000,885000,2772000,2722000,5099000,100000000
13960000,11681000,2279000,2015000,660000,571000,787000,1528000,542000,683000,998000,3897000,100000000
27634000,20885000,6749000,3200000,2113000,1674000,1198000,2451000,574000,3093000,1601000,4981000,50000000
12760000,10340000,2420000,1583000,617000,906000,393000,1296000,582000,1032000,975000,2956000,100000000
18430000,14572000,3858000,2015000,1013000,1202000,569000,1346000,431000,1411000,1051000,5534000,200000000
19748000,16947000,2801000,2158000,1138000,1651000,800000,1867000,563000,892000,918000,6960000,100000000
19269000,15387000,3882000,1593000,1481000,1155000,992000,2281000,858000,976000,1062000,4989000,500000000
27880000,22033000,5847000,3077000,2106000,1133000,1113000,2955000,779000,3026000,2522000,5322000,500000000
20430000,16617000,3813000,2598000,1490000,1108000,618000,1557000,567000,1917000,1120000,5642000,100000000
7593000,5696000,1897000,832000,418000,355000,421000,875000,289000,361000,491000,1654000,100000000
14977000,13992000,985000,2113000,602000,786000,885000,1614000,705000,1415000,1093000,4779000,20000000
22796000,17862000,4934000,2354000,1533000,1325000,921000,1199000,602000,1151000,2102000,6675000,100000000
11775000,10675000,1100000,1051000,665000,869000,379000,1204000,455000,1161000,479000,4412000,500000000
12105000,9981000,2124000,1656000,851000,680000,469000,1433000,460000,1399000,1125000,1908000,200000000
16814000,13225000,3589000,2138000,1207000,1416000,907000,1215000,669000,1693000,1420000,2560000,1000000000
26004000,21326000,4678000,2520000,1498000,1430000,1203000,1801000,1259000,2754000,1644000,7217000,100000000
22899000,20501000,2398000,2692000,1601000,1073000,951000,2171000,572000,2053000,2279000,7109000,200000000
14138000,12564000,1574000,1529000,1041000,685000,566000,816000,560000,570000,615000,6182000,100000000
8259000,6855000,1404000,1204000,637000,716000,276000,803000,210000,849000,696000,1464000,200000000
25409000,19537000,5872000,3113000,1608000,1594000,1021000,1673000,748000,1838000,2114000,5828000,200000000
17339000,14194000,3145000,1579000,1233000,1043000,765000,1415000,550000,1905000,1679000,4025000,50000000
11524000,9970000,1554000,1327000,689000,501000,578000,1296000,519000,989000,1031000,3040000,50000000
27116000,21070000,6046000,3807000,1130000,2079000,1027000,2868000,586000,1500000,2021000,6052000,50000000
23962000,21333000,2629000,3043000,1107000,1791000,1364000,1379000,1007000,1064000,1293000,9285000,100000000
9804000,8281000,1523000,1362000,442000,576000,437000,1013000,464000,828000,692000,2467000,200000000
8488000,7538000,950000,828000,398000,633000,358000,669000,190000,724000,392000,3346000,200000000
22550000,17882000,4668000,3206000,911000,1316000,1078000,2697000,986000,2454000,1563000,3671000,100000000
5261000,4787000,474000,699000,391000,230000,184000,373000,122000,227000,272000,2289000,500000000
5478000,4486000,992000,718000,342000,421000,182000,454000,268000,579000,526000,996000,200000000
9530000,7796000,1734000,994000,527000,841000,385000,704000,424000,690000,614000,2617000,1000000000
15649000,11952000,3697000,2224000,882000,1133000,488000,1425000,639000,1287000,766000,3108000,200000000
26330000,22690000,3640000,3282000,1541000,1417000,1088000,1807000,961000,2177000,1091000,9326000,200000000
18930000,16104000,2826000,2643000,813000,1013000,949000,2156000,902000,1336000,1133000,5159000,500000000
17980000,14928000,3052000,1893000,917000,1554000,977000,1676000,424000,987000,782000,5718000,500000000
23602000,21823000,1779000,2129000,1748000,1302000,1119000,2738000,558000,1093000,1595000,9541000,100000000
15454000,13275000,2179000,1596000,1078000,1212000,784000,1509000,690000,874000,662000,4870000,200000000
9776000,8994000,782000,1094000,611000,705000,538000,616000,337000,950000,880000,3263000,100000000
17236000,13659000,3577000,2022000,1021000,1200000,917000,880000,782000,1630000,1171000,4036000,100000000
9188000,8128000,1060000,1064000,463000,451000,364000,722000,291000,864000,805000,3104000,50000000
14602000,12596000,2006000,1726000,859000,609000,689000,1746000,490000,1644000,903000,3930000,50000000
8100000,7236000,864000,1125000,518000,522000,307000,902000,243000,620000,697000,2302000,500000000
14645000,13160000,1485000,1346000,1003000,1309000,693000,1600000,711000,1475000,942000,4081000,20000000
21681000,16315000,5366000,2214000,1012000,1079000,928000,1947000,736000,2026000,1741000,4632000,1000000000
28548000,22365000,6183000,4060000,2070000,1908000,1176000,1617000,1218000,3282000,2364000,4670000,1000000000
8565000,7367000,1198000,1021000,461000,630000,304000,437000,350000,802000,652000,2710000,200000000
9299000,7293000,2006000,1124000,559000,597000,436000,1011000,252000,506000,403000,2405000,200000000
8182000,6666000,1516000,928000,526000,535000,424000,511000,388000,814000,507000,2033000,100000000
8441000,7328000,1113000,1000000,502000,617000,398000,467000,307000,579000,731000,2727000,100000000
18435000,17410000,1025000,1730000,1159000,1489000,591000,1838000,842000,1113000,1760000,6888000,200000000
12986000,9964000,3022000,1536000,577000,736000,750000,650000,584000,808000,1034000,3289000,100000000
11637000,10527000,1110000,1743000,667000,989000,351000,1185000,253000,1234000,1141000,2964000,500000000
16427000,13225000,3202000,1965000,841000,1055000,929000,1043000,634000,1252000,927000,4579000,500000000
12136000,9550000,2586000,1009000,527000,887000,643000,880000,530000,941000,585000,3548000,1000000000
26580000,22132000,4448000,3608000,1267000,1205000,874000,1648000,1254000,1086000,1586000,9604000,200000000
28557000,23378000,5179000,3077000,1830000,1845000,1059000,2981000,1005000,1759000,2304000,7518000,100000000
18155000,16998000,1157000,1648000,869000,741000,735000,1524000,772000,2009000,1152000,7548000,200000000
29649000,24843000,4806000,4162000,1401000,1766000,1699000,1827000,1455000,2367000,2359000,7807000,100000000
5144000,4582000,562000,483000,320000,220000,306000,271000,231000,377000,422000,1952000,200000000
29451000,24634000,4817000,4254000,2244000,2499000,961000,3507000,1344000,1352000,2263000,6210000,50000000
10714000,8884000,1830000,1188000,767000,789000,449000,1071000,345000,680000,929000,2666000,1000000000
9229000,8632000,597000,1218000,703000,735000,318000,901000,210000,466000,498000,3583000,50000000
29838000,25737000,4101000,3530000,1889000,1891000,1144000,2542000,1461000,1586000,1390000,10304000,200000000
10184000,7950000,2234000,998000,574000,841000,605000,819000,416000,683000,437000,2577000,100000000
10912000,10102000,810000,1386000,755000,913000,650000,1154000,274000,495000,1076000,3399000,500000000
24961000,19973000,4988000,3671000,1259000,1444000,1102000,2692000,1228000,2553000,2073000,3951000,200000000
23296000,19560000,3736000,3119000,1005000,1371000,827000,1264000,966000,2091000,1265000,7652000,200000000
6894000,5702000,1192000,843000,371000,451000,320000,759000,157000,717000,473000,1611000,200000000
12069000,11413000,656000,1802000,627000,508000,478000,1247000,303000,819000,528000,5101000,50000000
29435000,22878000,6557000,2901000,1973000,2643000,1703000,2474000,1353000,1701000,2351000,5779000,100000000
22319000,17174000,5145000,1883000,1385000,1294000,1217000,1860000,1085000,1946000,2188000,4316000,200000000
16926000,13969000,2957000,1392000,771000,1076000,665000,1835000,524000,707000,1394000,5605000,100000000
11558000,8696000,2862000,1500000,882000,898000,353000,1220000,374000,545000,894000,2030000,50000000
10437000,9285000,1152000,1442000,665000,573000,626000,623000,333000,1037000,995000,2991000,100000000
29417000,26718000,2699000,3661000,1715000,1473000,1486000,2602000,1326000,3265000,2081000,9109000,100000000
23573000,21702000,1871000,3379000,1827000,1093000,1008000,2778000,792000,1330000,1997000,7498000,50000000
19388000,17718000,1670000,2498000,851000,1287000,749000,1968000,606000,2002000,1861000,5896000,200000000
5552000,5236000,316000,588000,397000,224000,167000,656000,215000,392000,438000,2159000,50000000
12515000,10129000,2386000,1160000,683000,945000,433000,1306000,434000,917000,896000,3355000,500000000
26876000,21376000,5500000,3890000,1823000,1695000,811000,2331000,968000,2976000,2011000,4871000,100000000
14670000,13902000,768000,1280000,1133000,977000,703000,1355000,473000,1316000,1264000,5401000,100000000
28917000,26120000,2797000,3412000,1756000,1537000,1443000,2882000,978000,3035000,1247000,9830000,100000000
12708000,11518000,1190000,1296000,520000,622000,674000,1284000,268000,1297000,759000,4798000,100000000
12004000,9882000,2122000,1188000,494000,900000,427000,1228000,573000,1031000,517000,3524000,500000000
15429000,12226000,3203000,1932000,821000,779000,507000,1776000,323000,1540000,1345000,3203000,200000000
8803000,7098000,1705000,847000,627000,695000,436000,631000,380000,851000,835000,1796000,500000000
12417000,9904000,2513000,1790000,640000,623000,559000,1342000,359000,974000,794000,2823000,1000000000
17535000,14159000,3376000,1901000,936000,1239000,987000,1576000,410000,914000,967000,5229000,200000000
19037000,15190000,3847000,2426000,1359000,1374000,876000,2132000,729000,1167000,808000,4319000,50000000
